,classes,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
7473,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,ink,partial,white,one,evanescent,white,several,leaves
7474,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7475,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths
7476,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,woods
7477,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7478,edible,bell,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7479,poisonous,knobbed,scaly,brown,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
7480,edible,flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
7481,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7482,poisonous,flat,scaly,yellow,no,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
7483,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
7484,poisonous,flat,scaly,red,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
7485,edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7486,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
7487,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,ink,partial,white,one,evanescent,white,several,leaves
7488,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7489,edible,flat,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
7490,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7491,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
7492,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
7493,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7494,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,paths
7495,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7496,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7497,edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7498,edible,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7499,edible,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7500,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7501,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,woods
7502,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
7503,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7504,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7505,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,leaves
7506,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
7507,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
7508,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
7509,edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves
7510,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
7511,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7512,edible,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7513,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7514,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,woods
7515,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves
7516,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,leaves
7517,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
7518,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,paths
7519,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
7520,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,leaves
7521,edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
7522,edible,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves
7523,edible,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7524,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7525,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves
7526,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7527,edible,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7528,edible,bell,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7529,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,woods
7530,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
7531,edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
7532,edible,convex,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
7533,edible,knobbed,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7534,edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
7535,poisonous,flat,scaly,cinnamon,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
7536,edible,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves
7537,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,leaves
7538,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7539,edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7540,edible,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7541,edible,bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7542,edible,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
7543,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7544,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7545,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,leaves
7546,edible,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves
7547,edible,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
7548,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
7549,edible,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7550,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,paths
7551,edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7552,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,leaves
7553,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
7554,edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
7555,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,leaves
7556,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,woods
7557,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves
7558,edible,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
7559,edible,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7560,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves
7561,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7562,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
7563,edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7564,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7565,edible,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7566,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,leaves
7567,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
7568,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
7569,edible,knobbed,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths
7570,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
7571,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
7572,edible,bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7573,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7574,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
7575,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7576,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,leaves
7577,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,ink,partial,white,one,evanescent,white,several,leaves
7578,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7579,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7580,edible,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses
7581,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7582,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
7583,edible,bell,fibrous,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7584,edible,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7585,edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7586,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7587,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
7588,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
7589,edible,bell,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7590,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7591,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,woods
7592,edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7593,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,woods
7594,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
7595,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,woods
7596,edible,convex,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths
7597,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,paths
7598,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7599,poisonous,bell,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves
7600,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,ink,partial,white,one,evanescent,white,several,leaves
7601,edible,convex,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
7602,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7603,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7604,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,woods
7605,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
7606,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,leaves
7607,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,leaves
7608,edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7609,edible,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7610,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,ink,partial,white,one,evanescent,white,several,woods
7611,edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves
7612,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7613,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,paths
7614,edible,bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7615,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
7616,edible,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves
7617,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7618,poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
7619,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
7620,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,ink,partial,white,one,evanescent,white,several,leaves
7621,edible,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7622,edible,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7623,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7624,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,ink,partial,white,one,evanescent,white,several,woods
7625,edible,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7626,edible,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves
7627,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
7628,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
7629,edible,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves
7630,edible,bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7631,edible,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
7632,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
7633,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,ink,partial,white,one,evanescent,white,several,leaves
7634,poisonous,convex,scaly,red,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods
7635,edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves
7636,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,ink,partial,white,one,evanescent,white,several,woods
7637,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
7638,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
7639,edible,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7640,edible,bell,smooth,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7641,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7642,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
7643,edible,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7644,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,ink,partial,white,one,evanescent,white,several,paths
7645,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,ink,partial,white,one,evanescent,white,several,leaves
7646,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
7647,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7648,edible,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,missing,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
7649,edible,knobbed,smooth,white,no,none,free,crowded,broad,white,enlarging,missing,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
7650,edible,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
7651,edible,flat,smooth,brown,no,none,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
7652,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
7653,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
7654,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,ink,partial,white,one,evanescent,white,several,paths
7655,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,ink,partial,white,one,evanescent,white,several,woods
7656,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
7657,edible,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves
7658,edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,missing,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses
